"code","habitat","suitability","season","majorimportance"
"AMP020502001","Shrubland - Temperate","Suitable",NA,NA
"AMP020502001","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"AMP020502001","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"AMP020502001","Grassland - Temperate","Suitable",NA,NA
"AMP020502001","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020502001","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020502001","Desert - Temperate","Marginal",NA,NA
"AMP020503001","Marine Coastal/Supratidal - Coastal Sand Dunes","Suitable","Resident",NA
"AMP020503001","Artificial/Terrestrial - Arable Land","Suitable","Resident",NA
"AMP020503001","Artificial/Terrestrial - Rural Gardens","Suitable","Resident",NA
"AMP020503001","Artificial/Terrestrial - Urban Areas","Suitable","Resident",NA
"AMP020503001","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Resident",NA
"AMP020503001","Artificial/Aquatic - Excavations (open)","Suitable","Resident",NA
"AMP020503001","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident",NA
"AMP020503001","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident",NA
"AMP020503001","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020503002","Forest - Temperate","Suitable",NA,NA
"AMP020503002","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"AMP020503002","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020503002","Artificial/Terrestrial - Plantations","Marginal",NA,NA
"AMP020503002","Artificial/Terrestrial - Rural Gardens","Unknown",NA,NA
"AMP020503002","Artificial/Terrestrial - Urban Areas","Unknown",NA,NA
"AMP020503002","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable",NA,NA
"AMP020503002","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020503002","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP020503002","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP020503002","Shrubland - Temperate","Suitable",NA,NA
"AMP020503002","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"AMP020503002","Grassland - Temperate","Suitable",NA,NA
"AMP020503002","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020503002","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020503002","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020503002","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020503002","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020503002","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,NA
"AMP020503002","Desert - Hot","Marginal",NA,NA
"AMP020503005","Forest - Temperate","Suitable",NA,NA
"AMP020503005","Artificial/Terrestrial - Arable Land","Suitable",NA,NA
"AMP020503005","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020503005","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"AMP020503005","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"AMP020503005","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020503005","Artificial/Aquatic - Excavations (open)","Suitable",NA,NA
"AMP020503005","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP020503005","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP020503005","Shrubland - Temperate","Suitable",NA,NA
"AMP020503005","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"AMP020503005","Grassland - Temperate","Suitable",NA,NA
"AMP020503005","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020503005","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020503005","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020503005","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020503005","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,NA
"AMP020601001","Forest - Temperate","Suitable",NA,NA
"AMP020601001","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"AMP020601001","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020601001","Artificial/Terrestrial - Rural Gardens","Marginal",NA,NA
"AMP020601001","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"AMP020601001","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020601001","Artificial/Aquatic - Aquaculture Ponds","Marginal",NA,NA
"AMP020601001","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP020601001","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP020601001","Introduced vegetation","Marginal",NA,NA
"AMP020601001","Shrubland - Temperate","Suitable",NA,NA
"AMP020601001","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"AMP020601001","Grassland - Temperate","Suitable",NA,NA
"AMP020601001","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020601001","Wetlands (inland) - Permanent Inland Deltas","Suitable",NA,NA
"AMP020601001","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"AMP020601001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020601001","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020601001","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020601002","Forest - Temperate","Suitable","Resident",NA
"AMP020601002","Artificial/Terrestrial - Arable Land","Marginal","Resident",NA
"AMP020601002","Artificial/Terrestrial - Urban Areas","Marginal","Resident",NA
"AMP020601002","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020601002","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"AMP020601002","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020601002","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020601003","Forest - Temperate","Suitable",NA,NA
"AMP020601003","Shrubland - Temperate","Suitable",NA,NA
"AMP020601003","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"AMP020601003","Grassland - Temperate","Suitable",NA,NA
"AMP020601003","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020601003","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"AMP020601003","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020601003","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020601003","Desert - Temperate","Marginal",NA,NA
"AMP020601006","Forest - Temperate","Suitable","Resident","Yes"
"AMP020601006","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"AMP020601006","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"AMP020601007","Forest - Temperate","Suitable","Resident",NA
"AMP020601007","Artificial/Terrestrial - Urban Areas","Suitable","Resident",NA
"AMP020601007","Shrubland - Temperate","Suitable","Resident",NA
"AMP020601007","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020601007","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"AMP020601007","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020601007","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020601008","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"AMP020601008","Artificial/Terrestrial - Rural Gardens","Marginal",NA,NA
"AMP020601008","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP020601008","Introduced vegetation","Unknown",NA,NA
"AMP020601008","Shrubland - Temperate","Suitable",NA,NA
"AMP020601008","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"AMP020601008","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"AMP020601008","Grassland - Temperate","Suitable",NA,NA
"AMP020601008","Grassland - Subtropical/Tropical Dry","Suitable",NA,NA
"AMP020601008","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020601008","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Unknown",NA,NA
"AMP020601008","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Unknown",NA,NA
"AMP020601008","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020601008","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Unknown",NA,NA
"AMP020601008","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,NA
"AMP020601008","Desert - Temperate","Marginal",NA,NA
"AMP020701001","Forest - Temperate","Marginal",NA,NA
"AMP020701001","Artificial/Terrestrial - Arable Land","Suitable",NA,"No"
"AMP020701001","Artificial/Terrestrial - Pastureland","Suitable",NA,"No"
"AMP020701001","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable",NA,"Yes"
"AMP020701001","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,"Yes"
"AMP020701001","Artificial/Aquatic - Aquaculture Ponds","Suitable",NA,"Yes"
"AMP020701001","Artificial/Aquatic - Excavations (open)","Suitable",NA,"Yes"
"AMP020701001","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,"Yes"
"AMP020701001","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable",NA,"Yes"
"AMP020701001","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,"Yes"
"AMP020701001","Shrubland - Temperate","Marginal",NA,NA
"AMP020701001","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"AMP020701001","Grassland - Temperate","Marginal",NA,NA
"AMP020701001","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,"Yes"
"AMP020701001","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,"No"
"AMP020701001","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,"No"
"AMP020701001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,"Yes"
"AMP020701001","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,"Yes"
"AMP020701001","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,"No"
"AMP020701001","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"AMP020701001","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"No"
"AMP020701001","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,"Yes"
"AMP020701002","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020701002","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Marginal",NA,NA
"AMP020701002","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Marginal",NA,NA
"AMP020701002","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020701002","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Marginal",NA,NA
"AMP020701002","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020701002","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Marginal",NA,NA
"AMP020701003","Forest - Temperate","Marginal",NA,NA
"AMP020701003","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"AMP020701003","Artificial/Terrestrial - Pastureland","Marginal",NA,NA
"AMP020701003","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable",NA,"Yes"
"AMP020701003","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,"Yes"
"AMP020701003","Artificial/Aquatic - Aquaculture Ponds","Suitable",NA,"Yes"
"AMP020701003","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,"Yes"
"AMP020701003","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,"Yes"
"AMP020701003","Shrubland - Temperate","Marginal",NA,NA
"AMP020701003","Grassland - Temperate","Marginal",NA,NA
"AMP020701003","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,"Yes"
"AMP020701003","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,"No"
"AMP020701003","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,"No"
"AMP020701003","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,"Yes"
"AMP020701003","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,"Yes"
"AMP020701003","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,"No"
"AMP020701003","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"AMP020701003","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"No"
"AMP020701003","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,"No"
"AMP020701004","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident","Yes"
"AMP020701004","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"AMP020701004","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"AMP020701004","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"AMP020701004","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Marginal","Resident",NA
"AMP020701004","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"AMP020701004","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Marginal","Resident",NA
"AMP020701005","Artificial/Terrestrial - Plantations","Suitable","Resident",NA
"AMP020701005","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident",NA
"AMP020701005","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident",NA
"AMP020701005","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020701005","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"AMP020701005","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident",NA
"AMP020701005","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident",NA
"AMP020701005","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Resident",NA
"AMP020701005","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020701005","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020701007","Artificial/Terrestrial - Plantations","Suitable","Resident",NA
"AMP020701007","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident",NA
"AMP020701007","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020701007","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident",NA
"AMP020701007","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident",NA
"AMP020701007","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020701011","Artificial/Terrestrial - Pastureland","Marginal",NA,NA
"AMP020701011","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable",NA,NA
"AMP020701011","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020701011","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP020701011","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP020701011","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"AMP020701011","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020701011","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Marginal",NA,NA
"AMP020701011","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Marginal",NA,NA
"AMP020701011","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020701011","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Marginal",NA,NA
"AMP020701011","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020701011","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Marginal",NA,NA
"AMP020701012","Forest - Temperate","Suitable",NA,NA
"AMP020701012","Artificial/Terrestrial - Arable Land","Suitable",NA,NA
"AMP020701012","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020701012","Artificial/Terrestrial - Plantations","Suitable",NA,NA
"AMP020701012","Artificial/Terrestrial - Rural Gardens","Marginal",NA,NA
"AMP020701012","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"AMP020701012","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable",NA,NA
"AMP020701012","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020701012","Artificial/Aquatic - Aquaculture Ponds","Suitable",NA,NA
"AMP020701012","Artificial/Aquatic - Excavations (open)","Marginal",NA,NA
"AMP020701012","Artificial/Aquatic - Wastewater Treatment Areas","Marginal",NA,NA
"AMP020701012","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Marginal",NA,NA
"AMP020701012","Introduced vegetation","Marginal",NA,NA
"AMP020701012","Shrubland - Temperate","Suitable",NA,NA
"AMP020701012","Grassland - Temperate","Suitable",NA,NA
"AMP020701012","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Marginal",NA,NA
"AMP020701012","Wetlands (inland) - Permanent Inland Deltas","Suitable",NA,NA
"AMP020701012","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Marginal",NA,NA
"AMP020701012","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020701012","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020701012","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020701012","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020701012","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020701013","Forest - Temperate","Suitable","Resident",NA
"AMP020701013","Artificial/Terrestrial - Arable Land","Marginal","Resident",NA
"AMP020701013","Artificial/Terrestrial - Urban Areas","Marginal","Resident",NA
"AMP020701013","Shrubland - Temperate","Suitable","Resident",NA
"AMP020701013","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident",NA
"AMP020701013","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020701013","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Marginal","Resident",NA
"AMP020701013","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident",NA
"AMP020701013","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident",NA
"AMP020701013","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Marginal","Resident",NA
"AMP020701013","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020701013","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Marginal","Resident",NA
"AMP020701014","Forest - Boreal","Suitable",NA,NA
"AMP020701014","Marine Coastal/Supratidal - Coastal Freshwater Lakes","Marginal",NA,NA
"AMP020701014","Forest - Temperate","Suitable",NA,NA
"AMP020701014","Artificial/Terrestrial - Arable Land","Suitable",NA,NA
"AMP020701014","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020701014","Artificial/Terrestrial - Plantations","Suitable",NA,NA
"AMP020701014","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"AMP020701014","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"AMP020701014","Forest - Subtropical/Tropical Dry","Suitable",NA,NA
"AMP020701014","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable",NA,NA
"AMP020701014","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020701014","Artificial/Aquatic - Aquaculture Ponds","Suitable",NA,NA
"AMP020701014","Artificial/Aquatic - Excavations (open)","Suitable",NA,NA
"AMP020701014","Artificial/Aquatic - Wastewater Treatment Areas","Suitable",NA,NA
"AMP020701014","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP020701014","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable",NA,NA
"AMP020701014","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP020701014","Introduced vegetation","Suitable",NA,NA
"AMP020701014","Shrubland - Temperate","Suitable",NA,NA
"AMP020701014","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"AMP020701014","Grassland - Temperate","Suitable",NA,NA
"AMP020701014","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020701014","Wetlands (inland) - Geothermal Wetlands","Marginal",NA,NA
"AMP020701014","Wetlands (inland) - Permanent Inland Deltas","Suitable",NA,NA
"AMP020701014","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"AMP020701014","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020701014","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020701014","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020701014","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020701014","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020701014","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,NA
"AMP020701014","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Marginal",NA,NA
"AMP020701014","Desert - Hot","Marginal",NA,NA
"AMP020701014","Desert - Temperate","Suitable",NA,NA
"AMP020701014","Marine Neritic - Estuaries","Marginal",NA,NA
"AMP020701015","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident",NA
"AMP020701015","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"AMP020701015","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident","Yes"
"AMP020701015","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"AMP020701015","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"AMP020702001","Forest - Boreal","Suitable",NA,NA
"AMP020702001","Forest - Subarctic","Suitable",NA,NA
"AMP020702001","Forest - Temperate","Suitable",NA,NA
"AMP020702001","Artificial/Terrestrial - Arable Land","Suitable",NA,NA
"AMP020702001","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020702001","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"AMP020702001","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"AMP020702001","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable",NA,NA
"AMP020702001","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020702001","Artificial/Aquatic - Aquaculture Ponds","Suitable",NA,NA
"AMP020702001","Artificial/Aquatic - Excavations (open)","Suitable",NA,NA
"AMP020702001","Artificial/Aquatic - Wastewater Treatment Areas","Suitable",NA,NA
"AMP020702001","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP020702001","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable",NA,NA
"AMP020702001","Introduced vegetation","Marginal",NA,NA
"AMP020702001","Shrubland - Subarctic","Marginal",NA,NA
"AMP020702001","Shrubland - Boreal","Suitable",NA,NA
"AMP020702001","Shrubland - Temperate","Suitable",NA,NA
"AMP020702001","Grassland - Tundra","Marginal",NA,NA
"AMP020702001","Grassland - Subarctic","Marginal",NA,NA
"AMP020702001","Grassland - Temperate","Suitable",NA,NA
"AMP020702001","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020702001","Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt)","Marginal",NA,NA
"AMP020702001","Wetlands (inland) - Permanent Inland Deltas","Suitable",NA,NA
"AMP020702001","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"AMP020702001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020702001","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020702001","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020702001","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020702001","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020702001","Wetlands (inland) - Freshwater Springs and Oases","Marginal",NA,NA
"AMP020702002","Forest - Temperate","Suitable",NA,NA
"AMP020702002","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020702002","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP020702002","Grassland - Temperate","Marginal",NA,NA
"AMP020702002","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020702002","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
