sppID;sppname;habitat;avoided_habitat;threats
B208;Ichthyaetus_audouinii;This coastal species rarely occurs inland. Colonies are located on exposed rocky cliffs and on offshore islands or islets, normally not more than 50 m above sea level. Characteristics of habitats used differ from region to region and even within the same areas in different years: altitude ranges from close to sea-level to 100 m, vegetation cover from bare rocks to 85% bush cover, and slope from 0–90°. During the non-breeding season the species prefers sheltered bays, either flat with shingle or sand or with cliffed margins (Cramp and Simmons 1983). It breeds in large monospecific colonies ranging from 10 up to 10,000 pairs. Egg-laying takes place in the second half of April until the beginning of May, and peak hatching occurs in late May (Burger and Gochfeld 1996), with fledging mainly in the first two weeks of July (Mañosa et al. 2004). The nest is a shallow scrape lined with available debris and vegetation (Cramp and Simmons 1983). It is placed among rocks and vegetation. Clutches normally have three eggs (Burger and Gochfeld 1996). It has a large foraging range while breeding, and has been recorded up to 200 km from the colony. The diet consists mostly of epipelagic fish, especially Clupeiformes (Mañosa et al. 2004). It is also known to take some aquatic and terrestrial invertebrates, small birds and plant material such as the peanut (Arachis), olive (Olea), and grain (Cramp and Simmons 1983).  It is partially migratory and dispersive (Burger and Gochfeld 1996). After breeding the birds disperse widely around the Mediterranean coast (Sanpera et al. 2007, Burger and Gochfeld 1996). Almost all juveniles and some adults migrate past Gibraltar during July-October (Olsen and Larsson 2003), peaking in August (Guitiérrez and Guinart 2008), to winter on the North African coast (Burger and Gochfeld 1996).;;The trawling fishery off the Ebro Delta is regarded as unsustainable and its collapse would probably result in a decline in the breeding population due to the increase in density-dependence (Oro et al. 2004, Tavecchia et al. 2007, Barov and Derhé 2011). A similar outcome would arise if waste from the trawlers were used industrially to produce food for domestic animals, as occurs in other areas, rather than being dumped near the Ebro colony. More important could be the reduction of small-pelagic fish stocks, the main natural prey for the species, due to increasingly high fishing pressure around the breeding grounds, owing partly to high demand by tuna-farming (Arcos et al. 2008). Other important threats include coastal tourism developments, regulation of the river Ebro, mortality due to entanglement in fishing gear (mainly longlines and sporting lines) (Belda and Sánchez 2001, Cooper et al. 2003) and predation by terrestrial predators, such as Red Fox (Vulpes vulpes), Badger (Meles meles) and domestic dogs (Oro et al. 1999, Tavecchia et al. 2007). Predation by sympatric Yellow-legged Gull (Larus michahellis) can be high at some breeding colonies, especially when densities of Audouin's Gulls are low (Bonaccorsi 2003, Travichon 2004, Oro et al. 2006, Paracuellos and Nevado 2010). Predation on chicks by Black Rats (Rattus rattus) has a negative impact at some breeding colonies (Jones et al. 2008). Nevertheless this species shows a very nomadic breeding site selection and high dispersal rates from year to year, probably avoiding large densities of L. michahellis (Genovart et al. 2003, Martínez-Abraín et al. 2003, Oro and Matínez-Abraín 2007). Peregrines (Falco peregrinus), other raptors, some herons and snakes can also prey on adults and nests but only accidentally and locally (Oro 1996, 1997). Very high levels of mercury and other pollutants are found in this species (Sanpera et al. 2007), partly due to the consumption of discards (Arcos et al. 2002), thus posing a potential threat, although no negative effects have been demonstrated. Current marine wind-farm projects, particularly around the main breeding colony (Ebro Delta), could also represent a serious threat. Overgrazing of some islets by goats in the east of its breeding range may reduce breeding success. Natal and breeding dispersal are extremely high ensuring genetic mixing and buffering against bad local environmental conditions through emigration and colonisation (Oro and Ruxton 2001, Oro et al. 2004).
B214;Larus_cachinnans;"The species is found along coasts and inland habitats. In Europe, it is largely confined to coastal regions, but locally also rivers and inland lakes (Burger and Gochfeld 1996).  It breeds on rocky and sandy islands, beaches, cliffs, spits, and grassy or shrubby river islands; in flooded areas may nest on bushes; in the Black Sea it nests mainly on islands, ranging from barren to well vegetated (Burger and Gochfeld 1996).  It feeds mostly on fish, invertebrates, mammals, refuse, scraps, offal, bird eggs and chicks, and insects.";;In the Black Sea area, many nests were destroyed and adults shot during the 1940s, to reduce their predation on the 'beneficial' L. melanocephalus. Culling is also considered to protect L. audouinii from expanding L. cachinnans populations and has taken place in parts of Spain. It is a frequent victim of oil pollution in some areas (James 1984, Burger and Gochfeld 1996). Some colonies are affected by egg harvesting/collection activities.
B207;Larus_canus;Populations in Iceland, and around the North and Baltic seas are generally year-round residents, while other populations migrate between breeding and wintering grounds (Burger and Gochfeld 2014). During the winter the species expands its range to the North East Atlantic coasts of France and Portugal, the southern and eastern coasts of the Mediterranean, and the entire coasts of the Black Sea (Burger and Gochfeld 2014). Within Europe it inhabits coasts, tidal estuaries, agricultural land, reservoirs and breeds on coastal cliffs and islands, in beaches, bogs, marshes and meadows. It feeds on earthworms, insects, aquatic and terrestrial invertebrates, small fish and grain (in spring). It occasionally kills birds and small mammals (Burger and Gochfeld 2014).;;In its breeding grounds the species is threatened  by predation from introduced ground predators such as American Mink (Neovison vison) (Bukacińska and Bukacińska 2003), and by disturbance from tourism, angling and research activities during the laying period (Bukacińska and Bukacińska 2003). Inland populations breeding in colonies near rivers are also vulnerable to mass outbreaks of Black Flies (Simuliidae) (Bukacińska and Bukacinska 2003). The species is also threatened by the transformation and loss of its breeding habitats through land reclamation, drainage, afforestation (e.g., with conifers) and dam construction (Bukacińska and Bukacińska 2003). In its wintering range the species is potentially threatened by the activities of fisheries (e.g., reductions in fishing effort, increases in net mesh sizes and exploitation of formerly non-commercial fish species) and their effects on competition for prey resources (Bukacińska and v  2003). Other threats to wintering sites include land reclamation and drainage (Bukacińska and Bukacińska 2003). Eggs are collected from colonies in Germany, Scotland, and Poland (Bukacińska and Bukacińska 2003).
B213;Larus_fuscus;The species breeds around Scandinavia, Germany, Belgium, the Netherlands and northern U.K. to Iceland. It also breeds year-round on the coast of Portugal, southern Ireland, the U.K. and northern France, and one seasonally breeding population is found in north-east Spain. Seasonal breeders disperse widely, expanding its range to include the entire North Sea coast, much of the Mediterranean and Black Sea. It inhabits coastal and inland waters, estuaries, harbours, rubbish dumps, fields, but breeds mainly on sandy, rocky or grassy sea coasts, rocky islands, islands of lakes and rivers, buildings, moorland, sea cliffs (heuglini). ;It tends to avoid cliffs favoured by L. argentatus (Burger et al. 2013).;Some populations of this species have significantly declined due to decreasing food availability caused by competition and predation from Larus argentatus and Larus marinus (Barcena et al. 1984, Olsen and Larsson 2003, Burger et al. 2013) and by changes in fishing and refuse disposal practices (Olsen and Larsson 2003, Mitchell et al. 2004) (e.g. closure of landfill sites and the covering of waste) (Barcena et al. 1984, Olsen and Larsson 2003, Mitchell et al. 2004, Burger et al. 2013). Population declines may also have been aided by poisoning from organochlorine pollution (Bustnes et al. 2006).  Colonies have been culled in Britain and Ireland in order to protect other breeding seabirds, such as terns, from predation and competition (Mitchell et al. 2004). The species is hunted unsustainably in Denmark (Bregnballe et al. 2006), and is threatened by egg-collecting and general human disturbance on the Iberian Peninsula (Barcena et al. 1984). The species is susceptible to avian botulism, so may be threatened by future outbreaks of this disease (Mitchell et al. 2004).
B218;Chroicocephalus_genei;Within Europe this species occurs along the south and east of the Iberian Peninsula, through the Mediterranean and Black Sea. The species breeds on sand-spits, beaches (Burger and Gochfeld 1996) and islands with mudflats and marshes in shallow tidal waters (Richards 1990, Snow and Perrins 1998), and on saline inland seas (Olsen and Larsson 2003). It may also frequent meadows and moist grassland by tidal inlets (Snow and Perrins 1998), and brackish or freshwater lagoons or marshes near river deltas during this season (Richards 1990, Burger and Gochfeld 1996, Snow and Perrins 1998). The species is almost entirely coastal outside of the breeding season, frequenting shallow inshore waters and salt-pans;, although it generally avoids harbours (Burger and Gochfeld 1996).;Eggs and chicks of this species are preyed upon by Larus cachinnans and Larus melanocephalus (especially where colonies are frequently disturbed by humans) (Burger and Gochfeld 1996), and storms or cold weather may threaten breeding colonies by causing nest flooding and chick mortality (Burger and Gochfeld 1996). The species is threatened by pollution from oil (Cooper et al. 1984, James 1984, Burger and Gochfeld 1996) and plastic waste, and is exploited by local people (subsistence egg collecting) in the Mediterranean (James 1984). It also suffers from disturbance caused by local people and tourists casually visiting breeding colonies, and by habitat loss resulting from tourism development (James 1984). The species is susceptible to avian influenza, so may be threatened by future outbreaks of the virus (Gaidet et al. 2007).
B211;Larus_glaucoides;The species breeds in the Arctic regions including Greenland (to Denmark), and outside the breeding season can be found wintering in Iceland, Ireland, the U.K., the north coast of Norway, the southern tip of Scandinavia and the northern tip of Germany (Burger and Gochfeld 1996). Its habitat includes rocky coasts and fjords of low Arctic, breeding on steep cliffs, offshore stacks, sometimes undisturbed low islands. In winter it also occurs in harbours and occasionally rubbish dumps, and normally shuns fresh water (Burger and Gochfeld 1996).;;The species is extensively hunted by local people in Greenland, and increased non-native predators could also pose a hazard during the breeding season (Burger and Gochfeld 1996).
B210;Larus_hyperboreus;"This species breeds in the Arctic regions of the northern hemisphere. Birds breeding in northern Europe tend to remain near the colony year-round. Migratory populations also use the Atlantic coast of Europe down to Brittany, France including the United Kingdom and Ireland (Burger and Gochfeld 2014). Preferred habitat includes coasts, bays, harbours, landfill sites and fishing wharves. It breeds on cliffs in the Arctic and subarctic, mainly in the coastal zone or a few kilometres inland, particularly near human settlements, and often near gull or goose colonies; also on islands offshore or in lakes (Burger and Gochfeld 2014).  It feeds on fish, molluscs, crustaceans, rodents, birds, eggs and young of birds (especially ducks, auks, shorebirds), insects, berries, carrion, refuse and offal. In Iceland it consumes blue mussel (Mytilus edulis), Littorina palliata, crabs (Hyas), sea-urchins and sand eels (Ammodytes). In winter, southernmost birds feed mainly at rubbish dumps, behind ships, at sewage outfalls, and on fish offal; also exploits spawning squid, pelagic crabs, mammal carcasses, and occasionally faeces of marine mammals.";;The species is threatened by organohalogen pollution in its Arctic breeding range (Bustnes et al. 2004, Verreault et al. 2007) (there is evidence that organohalogen contaminants alter the species's basal metabolic rate (Verreault et al. 2007) and that organochlorines reduce the efficiency of its immune system (Bustnes et al. 2004)). In parts of its breeding range the species is also being displaced by Herring Gull (Larus argentatus) (Burger and Gochfeld 2014). Young birds are hunted in Greenland, mainly between August and November (Evans 1984).
B216;Ichthyaetus_ichthyaetus;Its main habitat includes coasts and major rivers, harbours, fish ponds and rubbish dumps. It breeds on barren islands in fresh and saline lakes and in generally arid areas, preferring saline soils. It feeds chiefly on fish (particularly dead fish) and crustaceans, as well as insects, small mammals, birds, eggs and reptiles. It commonly follows fishing boats and takes fish offal in harbours. It often flies long distances from colonies to feed aerially on swarming insects (Burger et al. 2013).;;This species is threatened by increasing predation from Larus cachinnans in its breeding range, and by nest predation by mammals (Burger and Gochfeld 2014). It is also still persecuted in some regions due to its depredation on commercial fish, and colonies are often subject to flooding following storms (Burger and Gochfeld 2014). The species is susceptible to avian influenza, so may be threatened by future outbreaks of this disease (Melville and Shortridge 2006).
B209;Larus_marinus;The species occurs along rocky or sandy coasts, estuaries and open seas, and larger inland waters, fields and moorland. It breeds on vegetated islands, dunes, flat-topped stacks, and sometimes salt-marsh islands among bushes, and locally on buildings (Burger et al. 2013). It is omnivorous and opportunistic, preying on fish, adult and young birds, bird eggs, mammals, marine invertebrates, insects, carrion, rubbish, offal and berries. Fish include cod (Gadus morhua), herring (Clupea harengus), and capelin (Mallotus villosus). It is an aggressive predator, particularly on eggs and chicks of L. argentatus, Rissa tridactyla, ducks, seabirds, and other species (Burger et al. 2013).;;The species is hunted for sport in Denmark (Bregnballe et al. 2006). It is vulnerable to collision with offshore wind farms (Bradbury et al. 2014). It is also vulnerable to being caught as bycatch in fishing gears, including longlines, trawls and gillnets (Anderson et al. 2011, Zydelis et al. 2013).  It is vulnerable to coastal oil spills and other types of surface water pollution.
B219;Ichthyaetus_melanocephalus;"Most populations are fully migratory and travel along coastlines between their breeding and wintering areas. Its preferred habitats include coasts, estuaries, harbours, marshes, inland lakes, fields and grasslands. In the Mediterranean it breeds along coasts, in coastal lagoons, steppe lakes and marshes in open lowland areas, favouring sparse vegetation; sometimes on coastal salt-marshes (NW Europe). It appears able to adapt more readily than many other species to new habitats, both breeding and wintering; in recent years has successfully colonized areas which differ markedly from its original habitats in (e.g., climate and vegetation) (Burger and Gochfeld 1996).";, but generally avoiding barren sand;This species sustains heavy losses as a result of tourist disturbance at breeding colonies (James 1984, Burger and Gochfeld 1996). The species may also be threatened by habitat loss resulting from tourism development and by marine pollution (e.g., oil spills and chemical discharges) (James 1984). Eggs are collected and adults exploited for food within Mediterranean breeding colonies, targeted by fishermen in the Mediterranean Sea (James 1984).
B217;Chtoicocephalus_ridibundus;"Some populations of this species in milder areas of Europe are resident, with the remaining populations wintering to the south over a large range, encompassing much of the southern coast of Europe. It breeds chiefly inland, with much breeding habitat created by rising water levels. It inhabits the temperate zone to the edge of boreal forests of the Palearctic; mainly at low altitudes, and generally near calm, shallow water of coastal or inland waters, including rivers and their estuaries. In winter it tends to occur far more in coastal habitats, but also inland at relatively low elevations. It relies heavily on aquatic and terrestrial insects, earthworms and marine invertebrates, and to lesser extent on fish for prey (Burger and Gochfeld 2014).";;The species is susceptible to avian influenza (Melville and Shortridge 2006) and avian botulism so may be threatened by future outbreaks of these diseases (Hubalek et al. 2005). It may also be threatened by future coastal oil spills (Gorski et al. 1977) and has suffered local population declines in the past as a result of egg collecting (Burger and Gochfeld 2014). In some areas of its breeding range the species may also suffer from reduced reproductive successes due to contamination with chemical pollutants (Burger and Gochfeld 2014).
B221;Pagophila_eburnea;This species breeds in the high Arctic, north of the July 5°C isotherm (Snow and Perrins 1998) on broad upper ledges of steep, inaccessible coastal or inland cliffs (Burger et al. 2013, Snow and Perrins 1998) up to 300 m high (Snow and Perrins 1998), on broken ice-fields or on bare, level shorelines with low rocks (Snow and Perrins 1998, Burger et al. 2013). Outside of the breeding season it associates with the edges of pack-ice, showing a preference for areas with 70–90% ice cover. It breeds between late-June and August (although most pairs do not lay until early-July, and some pairs may not breed if food conditions are unfavourable) in colonies of 5–60 pairs. The nest is constructed of moss, straw and other debris, lined with dry grass and feathers, on a snow-free area of rock. Its diet consists predominantly of fish, shrimps, shellfish, algae and carrion (e.g. seal placentae) (Burger et al. 2013). It feeds mostly by hovering and contact dipping in open leads in ice-filled waters, or scavenging on marine mammal remains (Gilg et al. 2010). This species is migratory. It departs from its breeding grounds between August and October, (Olsen and Larsson 2003) and returns in late-March at Spitsbergen and in April at Franz Josef Land. Sometimes appears as a vagrant in several countries in western and northern Europe (Burger et al. 2013).;;The species is thought to be declining due to changes in conditions on its staging or wintering grounds (e.g. more severe winters, changing sea-ice distribution and thickness) (Gilchrist and Mallory 2005). It is also hunted (Gilchrist and Mallory 2005).The species's reliance on seal and whale blubber makes it particularly vulnerable to heavy metal- contamination (Tucker and Heath 1994) as has been found outside of Europe (Braune et al. 2006) which may have had a long-term effect on breeding productivity (C. Miljeteig in litt. 2007). The levels of contaminants (e.g. organochlorines, brominated flame retardants, perfluorinated alkyl substances, and mercury) recorded in eggs of the species are among the highest among reported in Arctic seabird species (Miljeteig et al. 2009).
B223;Rissa_tridactyla;In Europe this species breeds on cliffs and coastlines in both Arctic and temperate regions. This species is migratory and disperses after breeding from coastal areas to the open ocean (Burger et al. 2013). It returns to its breeding grounds from January where it breeds from mid-May to mid-June in huge single- or mixed-species colonies (Burger et al. 2013) that often exceed 100,000 pairs (Snow and Perrins 1998, Burger et al. 2013). Non-breeders may also remain at sea during the breeding season (Snow and Perrins 1998). It nests on high, steep coastal cliffs with narrow ledges in areas with easy access to freshwater (Burger et al. 2013). The species moults on sandy beaches (Olsen and Larsson 2003) and on passage it may concentrate at sea on continental shelves, areas of upwelling (Burger et al. 2013) and at rich fish banks (Olsen and Larsson 2003). During the winter the species is highly pelagic, usually remaining on the wing out of sight of land (Burger et al. 2013). Its diet consists predominantly of marine invertebrates (e.g., squid and shrimps) and fish, although during the breeding season it may also take intertidal molluscs, crustaceans (Burger et al. 2013) (e.g., crayfish) (Flint et al. 1984), earthworms, small mammals and plant matter (e.g., aquatic plants, potato tubers and grain) (Burger et al. 2013). Many species of fish have been recorded in diet, but sandeels (Ammodytes), capelin (Mallotus villosus) and herring (Clupea harengus) are particularly important (Burger et al. 2013).;;The species is threatened by the depletion of food resources (e.g. through over-fishing) (Frederiksen et al. 2004, Nikolaeva et al. 2006), marine oil spills (Nikolaeva et al. 2006, Burger et al. 2013) and chronic oil pollution (Nikolaeva et al. 2006). It is also susceptible to avian influenza so may be threatened by future outbreaks of the virus (Melville and Shortridge 2006). The species is potentially threatened by climate change because it has a geographically bounded distribution: its global distribution is restricted to within c. 10° latitude from the polar edge of continent and within which 20–50% of current vegetation type is projected to disappear under doubling of CO2 levels (BirdLife International, unpublished data). It is caught as bycatch in longline fisheries, with significant numbers estimated to be caught off the western coast of Ireland and the U.K.. The species is considered a high risk for collision with offshore wind farms (Bradbury et al. 2014). The species is hunted in the Faroe Islands and in Greenland (Labansen et al. 2010, Burger et al. 2013, Thorup et al. 2014).
B228;Sterna_dougallii;The species nests on sand-dunes, sand-spits, shingle beaches, reefs (Snow and Perrins 1998), saltmarshes and rocky, sandy or coral islands, showing a preference for densely vegetated sites in temperate regions (Gochfeld and Burger 1996). It also shows a preference for nest sites close to clear, shallow, sandy fishing grounds in tidal bays and sheltered inshore waters (Snow and Perrins 1998). Throughout the year the species often rests and forages in sheltered estuaries, creeks (Urban et al. 1986), inshore waters and up to several kilometres offshore (Gochfeld and Burger 1996), moving to warm tropical coasts after breeding (Snow and Perrins 1998). The species breeds in large, dense single- or mixed-species colonies that may contain several thousands of pairs.  The nest is a bare scrape in sand, shingle or coral rubble (Gochfeld and Burger 1996), preferably in sites surrounded by walls and rocks (Newton and Crowe 2000) or in the shelter of vegetation (in temperate regions) (Richards 1990, Snow and Perrins 1998), also in crevices between and under rocks, or in the entrances to rabbit or Puffin burrows (Snow and Perrins 1998). Clutches are normally two eggs but can be only one in poor food years (Gochfeld and Burger 1996). This species is a specialist forager, and takes a small prey spectrum compared to Common Tern at the same sites (Birdlife International 2000). Its diet consists predominantly of small pelagic fish (Urban et al. 1986, Gochfeld and Burger 1996), particularly sand eel (Birdlife International 2000, Newton and Crowe 2000) and sprat (Birdlife International 2000) and sometimes clupeids (Birdlife International 2000, Newton and Crowe 2000) and gadoids (Newton and Crowe 2000), although it will also take insects and marine invertebrates (Gochfeld and Burger 1996). Sandeel are particularly important during chick rearing (Newton and Crowe 2000). The species is migratory and Palearctic birds winter in west Africa (Gochfeld and Burger 1996).;;The species is threatened by a number of agents, of which hunting in the wintering quarters may be the most significant (Brown and Nettleship 1984, Buckley and Buckley 1984, Cooper et al. 1984, Avery et al. 1995). At the northern European breeding grounds, the most significant threats are human disturbance (e.g., from habitat development, off-road vehicles and recreation (Buckley and Buckley 1984, van Halewyn and Norton 1984)) and predation from both natural and introduced avian and ground predators (Brown and Nettleship 1984, Buckley and Buckley 1984, Cooper et al. 1984, van Halewyn and Norton 1984, Avery et al. 1995, Snow and Perrins 1998). Disturbance and egg-collecting have been stopped in most areas by the use of wardens, but disturbance still threatens some major colonies in the Azores (van Halewyn and Norton 1984, Gochfeld and Burger 1996). Predation by rats, ferrets, red foxes and Peregrine Falcon (Falco peregrinus) occurs locally, and can have significant effects, including complete breeding failure at some Azores colonies (Avery et al. 1995). Natural predators can often take a great toll on localised colonies, particularly when terns are disturbed from the nest by other birds and humans (Buckley and Buckley 1984, Cooper et al. 1984). Habitat loss in northern Europe is not a major problem but has caused the local extinction of some colonies, as have extreme weather events (Avery et al. 1995). Climate change may negatively affect the species but the exact mechanisms are not known (Newbery 1999). The species is also vulnerable to pollution and disease (Brown and Nettleship 1984, Avery et al. 1995).
B229;Sterna_hirundo;This species breeds in a wide variety of habitats in coastal and inland areas from sea-level to heights of greater than 4,000 m (Gochfeld et al. 2013). Along the coast it shows a preference for nesting on flat rock surfaces on inshore islands (Snow and Perrins 1998), open shingle and sandy beaches, dunes and spits (Snow and Perrins 1998, Gochfeld et al. 2013), vegetated inter-dune areas, sandy, rocky, shell-strewn or well-vegetated islands in estuaries (Gochfeld et al. 2013) and coastal lagoons (Snow and Perrins 1998), saltmarshes (Richards 1990, Snow and Perrins 1998), mainland peninsulas (Snow and Perrins 1998) and grassy plateauxs atop coastal cliffs (Gochfeld et al. 2013). Inland it may nest in similar habitats including sand or shingle lakes shores (Richards 1990), shingle banks in rivers (Snow and Perrins 1998), sandy, rocky, shell-strewn or well-vegetated islands in lakes and rivers (Snow and Perrins 1998, Gochfeld et al. 2013), sand- or gravel-pits (Richards 1990, Snow and Perrins 1998), marshes, ponds, grassy areas and patches of dredged soil (Snow and Perrins 1998). It breeds between April and June in solitary pairs or colonially in groups of up to several thousand pairs (inland colonies often smaller and more widely-dispersed than coastal ones). The nest is a shallow depression on open substrates with little or no vegetation placed near a vertical object (e.g. rock, shell, plant or artefact) to provide shelter for chicks and to facilitate nest identification. Nest sites include the edges of bare sand amongst vegetation, rocks or logs, open areas on the margins of vegetation on beaches, the edges of mats of vegetation in marshes, and grassy or rocky substrates on rocky islets. The species will also readily nest on artificial rafts. Clutches at higher latitudes are normally three eggs, however this is affected by food availability. It is an opportunistic feeder, its diet consisting predominantly of small fish and occasionally planktonic crustaceans and insects. This species is a strongly migratory coastal seabird (Snow and Perrins 1998, Gochfeld et al. 2013). Palearctic breeders migrate south after breeding between August and October, returning to the breeding grounds in March or April (Gochfeld et al. 2013).;;During the breeding season the species is vulnerable to human disturbance at nesting colonies (Buckley and Buckley 1984, Blokpoel and Scharf 1991) (e.g. from off-road vehicles, recreation, motor-boats, personal watercraft and dogs) (van Halewyn and Norton 1984, Hyde 1997, Burger 1998, Gochfeld et al. 2013), and to the flooding of nest sites as a result of naturally fluctuating water levels (Buckley and Buckley 1984, Hyde 1997, Gochfeld et al. 2013). On its breeding grounds the species is also threatened by habitat loss as a result of coastal development (Buckley and Buckley 1984, Blokpoel and Scharf 1991, Hyde 1997, Gochfeld et al. 2013), erosion (Hyde 1997), vegetation overgrowth (rapid vegetation succession encroaching upon nesting habitats) (Blokpoel and Scharf 1991, Hyde 1997Gochfeld et al. 2013), and chemical pollution (which may also result in eggshell thinning) (Blokpoel and Scharf 1991, Hyde 1997, Gochfeld et al. 2013). It suffers predation at nesting colonies from rats (especially on islands) (Buckley and Buckley 1984, Gochfeld et al. 2013) and from expanding populations of large gull species (Brown and Nettleship 1984, Gochfeld et al. 2013) such as Herring Gulls (Larus argentatus) (Buckley and Buckley 1984) (gulls may also prevent the species from nesting in the area by colonising it first) (Blokpoel and Scharf 1991, Gochfeld et al. 2013). The species is susceptible to avian influenza so may be threatened by future outbreaks of the virus (Melville and Shortridge 2006). Other threats include organochlorine pollution, over-fishing by man (Hagemeijer and Blair 1997) and fatalities from wind turbine collisions (Everaert and Stienen 2007).
B230;Sterna_paradisaea;The species breeds along northern coastlines (Gochfeld et al. 2014) and on inshore islands, as well as inland on tundra and forest-tundra (Flint et al. 1984). It shows a preference for habitats with a vegetation cover of less than 40%, nesting on sand or shingle beaches, ridges (Gochfeld et al. 2014) and spits, rocky ground and small islands (Flint et al. 1984) in lakes and coastal lagoons (Gochfeld et al. 2014). It may also nest on islets or banks along rivers (Snow and Perrins 1998), on swampy tundra and peatlands with bog hummocks (Gochfeld et al. 2014) and reed-covered flats (Flint et al. 1984), or on inland heaths, rough pastures, meadows (Gochfeld et al. 2014) and sedge grassland (Snow and Perrins 1998) not far from water (Flint et al. 1984). The species also forages offshore, in ice-filled coastal bays or over wet tundra (Gochfeld et al. 2014). On passage it largely flies over open ocean (Snow and Perrins 1998) resting at sea on kelp, logs or flotsam, but may occur inland or along coastlines on beaches, reefs and spits (Higgins and Davies 1996). It breeds between May and July (although the exact timing varies with temperature and food availability) in solitary pairs or colonies of a few to several hundred pairs (usually 2–25). The nest is a shallow scrape (Gochfeld et al. 2014) in sand, shingle or turf (Richards 1990) on beaches, ridges and spits, rocky ground, small islands  in lakes, coastal lagoons (Gochfeld et al. 2014) and rivers (Snow and Perrins 1998), swampy tundra and peatlands with bog hummocks (Gochfeld et al. 2014) and reed-covered flats (Flint et al. 1984), or on inland heaths, rough pastures, meadows (Gochfeld et al. 2014) and sedge grassland (Snow and Perrins 1998) not far from water (Flint et al. 1984). It will also nest on artificial structures. Clutches are two to three eggs. Its diet consists predominantly of fish as well as crustaceans (especially planktonic species), molluscs, insects (e.g. caterpillars, Chironomidae) and earthworms. It will also take berries in the early spring on arrival on its breeding grounds but does not readily switch to other prey items when preferred prey supplies fail. The species is a very strong migrant and makes exceptional long-distance movements offshore or along western continental coastlines (Melville and Shortridge 2006, Gochfeld et al. 2014) between its high Arctic breeding grounds and Antarctic wintering grounds (Gochfeld et al. 2014).;;The species is potentially threatened by climate change because it has a geographically bounded distribution: its global distribution is restricted to within c.10° latitude from the polar edge of continent within  20–50% of current vegetation type is projected to disappear under a doubling of CO2 levels (Birdlife International, unpublished data). In many parts of Scandinavia, declines have been caused in the past by egg collecting, however this has decreased in recent years allowing the population to recover (Gochfeld et al. 2014). In some areas predation by Starlings (Sturnus vulgaris) (Horobin 1971) and American Mink (Mustela vison) can be a problem (Hagemeijer and Balir 1997) and mortality has been recorded as a result of red tide (Horobin 1971). In northern Britain the collapse of sand eel stocks have caused a crash in the population and in Svalbard the population may be vulnerable to oil, particularly in the post-breeding period (Gochfeld et al. 2014). Pollution is likely a major factor in the species's decline and yachting and other leisure activities have led to an increase in disturbance. Declines have also been correlated with gull abundance (Hagemijer and Blair 1997).
B231;Sternula_albifrons;"The species is mainly coastal, but is also found inland along rivers and on oceanic islands. It breeds on barren or sparsely vegetated sandy, shell and rocky islands, shingle beaches, spits in estuaries and lakes, salt-marshes, salt-pans and rivers. Outside of the breeding season it frequents tidal creeks, coastal lagoons and salt-pans; sometimes feeds far out to sea (Gochfeld and Burger 1996). It feeds mainly on small fish and crustaceans, also insects, annelids and molluscs. The main fish species include sand eels (Ammodytes), roach (Rutilus rutilus), rudd (Scardinius erythrophthalmus), carp (Cyprinus carpio), perch (Perca fluviatilis). It specializes in prolonged hovering and plunge-diving into shallow water, often at edge of advancing tide. Groups of birds may dive synchronously (Gochfeld and Burger 1996).";;The species is threatened by habitat destruction (Barcena et al. 1984) such as the development and industrial reclamation of coastal breeding habitats (Barcena et al. 1984, Gochfeld and Burger 1996) (e.g. for the development of new harbour facilities) (Barcena et al. 1984). It is also highly vulnerable to human disturbance (including birdwatchers) at coastal and inland nesting sites which can lead to nest failures (Barcena et al. 1984, Gochfeld and Burger 1996). Pesticide pollution (e.g. organochlorine pollutants, mercury and DDT) (Barcena et al. 1984, Thyen et al. 2000, Choi et al. 2001) and artificially induced water-level fluctuations in saltmarshes (Barcena et al. 1984) may also pose a threat to the species's reproductive success (Barcena et al. 1984, Thyen et al. 2000, Choi et al. 2001). The species also suffers from local egg collecting (Barcena et al. 1984) and is susceptible to avian influenza so may be threatened by future outbreaks of the virus (Melville and Shortridge 2006).
